params: /var/spool/slurmd/job30967408/slurm_script, params_1024.txt, 
Reading parameters:
	 rhs_function=2
	 nx=1024
	 ny=1024
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
I am writing output_source
Step 2, Diff=0.00308575
Step 2384, Diff=1.39028e-05
Step 2385, Diff=1.38983e-05
Step 2386, Diff=1.38938e-05
Step 2387, Diff=1.38893e-05
Step 2388, Diff=1.38848e-05
Step 2389, Diff=1.38803e-05
Step 2390, Diff=1.38758e-05
Step 2391, Diff=1.38714e-05
Step 2392, Diff=1.38669e-05
Step 2393, Diff=1.38624e-05
Step 2394, Diff=1.3858e-05
Step 2395, Diff=1.38535e-05
Step 2396, Diff=1.38491e-05
Step 2397, Diff=1.38446e-05
Step 2398, Diff=1.38402e-05
Step 2399, Diff=1.38357e-05
Step 2400, Diff=1.38313e-05
Step 2401, Diff=1.38268e-05
Step 2402, Diff=1.38224e-05
Step 2403, Diff=1.3818e-05
Step 2404, Diff=1.38135e-05
Step 2405, Diff=1.38091e-05
Step 2406, Diff=1.38047e-05
Step 2407, Diff=1.38003e-05
Step 2408, Diff=1.37958e-05
Step 2409, Diff=1.37914e-05
Step 2410, Diff=1.3787e-05
Step 2411, Diff=1.37826e-05
Step 2412, Diff=1.37782e-05
Step 2413, Diff=1.37738e-05
Step 2414, Diff=1.37694e-05
Step 2415, Diff=1.3765e-05
Step 2416, Diff=1.37606e-05
Step 2417, Diff=1.37562e-05
Step 2418, Diff=1.37518e-05
Step 2419, Diff=1.37475e-05
Step 2420, Diff=1.37431e-05
Step 2421, Diff=1.37387e-05
Step 2422, Diff=1.37343e-05
Step 2423, Diff=1.373e-05
Step 2424, Diff=1.37256e-05
Step 2425, Diff=1.37212e-05
Step 2426, Diff=1.37169e-05
Step 2427, Diff=1.37125e-05
Step 2428, Diff=1.37082e-05
Step 2429, Diff=1.37038e-05
Step 2430, Diff=1.36995e-05
Step 2431, Diff=1.36951e-05
Step 2432, Diff=1.36908e-05
Step 2433, Diff=1.36864e-05
Step 2434, Diff=1.36821e-05
Step 2435, Diff=1.36778e-05
Step 2436, Diff=1.36734e-05
Step 2437, Diff=1.36691e-05
Step 2438, Diff=1.36648e-05
Step 2439, Diff=1.36605e-05
Step 2440, Diff=1.36562e-05
Step 2441, Diff=1.36519e-05
Step 2442, Diff=1.36475e-05
Step 2443, Diff=1.36432e-05
Step 2444, Diff=1.36389e-05
Step 2445, Diff=1.36346e-05
Step 2446, Diff=1.36303e-05
Step 2447, Diff=1.3626e-05
Step 2448, Diff=1.36217e-05
Step 2449, Diff=1.36175e-05
Step 2450, Diff=1.36132e-05
Step 2451, Diff=1.36089e-05
Step 2452, Diff=1.36046e-05
Step 2453, Diff=1.36003e-05
Step 2454, Diff=1.35961e-05
Step 2455, Diff=1.35918e-05
Step 2456, Diff=1.35875e-05
Step 2457, Diff=1.35833e-05
Step 2458, Diff=1.3579e-05
Step 2459, Diff=1.35747e-05
Step 2460, Diff=1.35705e-05
Step 2461, Diff=1.35662e-05
Step 2462, Diff=1.3562e-05
Step 2463, Diff=1.35577e-05
Step 2464, Diff=1.35535e-05
Step 2465, Diff=1.35493e-05
Step 2466, Diff=1.3545e-05
Step 2467, Diff=1.35408e-05
Step 2468, Diff=1.35366e-05
Step 2469, Diff=1.35323e-05
Step 2470, Diff=1.35281e-05
Step 2471, Diff=1.35239e-05
Step 2472, Diff=1.35197e-05
Step 2473, Diff=1.35155e-05
Step 2474, Diff=1.35112e-05
Step 2475, Diff=1.3507e-05
Step 2476, Diff=1.35028e-05
Step 2477, Diff=1.34986e-05
Step 2478, Diff=1.34944e-05
Step 2479, Diff=1.34902e-05
Step 2480, Diff=1.3486e-05
Step 2481, Diff=1.34818e-05
Step 2482, Diff=1.34777e-05
Step 2483, Diff=1.34735e-05
Step 2484, Diff=1.34693e-05
Step 2485, Diff=1.34651e-05
Step 2486, Diff=1.34609e-05
Step 2487, Diff=1.34568e-05
Step 2488, Diff=1.34526e-05
Step 2489, Diff=1.34484e-05
Step 2490, Diff=1.34442e-05
Step 2491, Diff=1.34401e-05
Step 2492, Diff=1.34359e-05
Step 2493, Diff=1.34318e-05
Step 2494, Diff=1.34276e-05
Step 2495, Diff=1.34235e-05
Step 2496, Diff=1.34193e-05
Step 2497, Diff=1.34152e-05
Step 2498, Diff=1.3411e-05
Step 2499, Diff=1.34069e-05
Step 2500, Diff=1.34028e-05
Step 2501, Diff=1.33986e-05
Step 2502, Diff=1.33945e-05
Step 2503, Diff=1.33904e-05
Step 2504, Diff=1.33862e-05
Step 2505, Diff=1.33821e-05
Step 2506, Diff=1.3378e-05
Step 2507, Diff=1.33739e-05
Step 2508, Diff=1.33698e-05
Step 2509, Diff=1.33657e-05
Step 2510, Diff=1.33616e-05
Step 2511, Diff=1.33575e-05
Step 2512, Diff=1.33534e-05
Step 2513, Diff=1.33493e-05
Step 2514, Diff=1.33452e-05
Step 2515, Diff=1.33411e-05
Step 2516, Diff=1.3337e-05
Step 2517, Diff=1.33329e-05
Step 2518, Diff=1.33288e-05
Step 2519, Diff=1.33247e-05
Step 2520, Diff=1.33207e-05
Step 2521, Diff=1.33166e-05
Step 2522, Diff=1.33125e-05
Step 2523, Diff=1.33084e-05
Step 2524, Diff=1.33044e-05
Step 2525, Diff=1.33003e-05
Step 2526, Diff=1.32962e-05
Step 2527, Diff=1.32922e-05
Step 2528, Diff=1.32881e-05
Step 2529, Diff=1.32841e-05
Step 2530, Diff=1.328e-05
Step 2531, Diff=1.3276e-05
Step 2532, Diff=1.32719e-05
Step 2533, Diff=1.32679e-05
Step 2534, Diff=1.32639e-05
Step 2535, Diff=1.32598e-05
Step 2536, Diff=1.32558e-05
Step 2537, Diff=1.32518e-05
Step 2538, Diff=1.32477e-05
Step 2539, Diff=1.32437e-05
Step 2540, Diff=1.32397e-05
Step 2541, Diff=1.32357e-05
Step 2542, Diff=1.32316e-05
Step 2543, Diff=1.32276e-05
Step 2544, Diff=1.32236e-05
Step 2545, Diff=1.32196e-05
Step 2546, Diff=1.32156e-05
Step 2547, Diff=1.32116e-05
Step 2548, Diff=1.32076e-05
Step 2549, Diff=1.32036e-05
Step 2550, Diff=1.31996e-05
Step 2551, Diff=1.31956e-05
Step 2552, Diff=1.31916e-05
Step 2553, Diff=1.31876e-05
Step 2554, Diff=1.31837e-05
Step 2555, Diff=1.31797e-05
Step 2556, Diff=1.31757e-05
Step 2557, Diff=1.31717e-05
Step 2558, Diff=1.31678e-05
Step 2559, Diff=1.31638e-05
Step 2560, Diff=1.31598e-05
Step 2561, Diff=1.31559e-05
Step 2562, Diff=1.31519e-05
Step 2563, Diff=1.31479e-05
Step 2564, Diff=1.3144e-05
Step 2565, Diff=1.314e-05
Step 2566, Diff=1.31361e-05
Step 2567, Diff=1.31321e-05
Step 2568, Diff=1.31282e-05
Step 2569, Diff=1.31242e-05
Step 2570, Diff=1.31203e-05
Step 2571, Diff=1.31164e-05
Step 2572, Diff=1.31124e-05
Step 2573, Diff=1.31085e-05
Step 2574, Diff=1.31046e-05
Step 2575, Diff=1.31006e-05
Step 2576, Diff=1.30967e-05
Step 2577, Diff=1.30928e-05
Step 2578, Diff=1.30889e-05
Step 2579, Diff=1.3085e-05
Step 2580, Diff=1.3081e-05
Step 2581, Diff=1.30771e-05
Step 2582, Diff=1.30732e-05
Step 2583, Diff=1.30693e-05
Step 2584, Diff=1.30654e-05
Step 2585, Diff=1.30615e-05
Step 2586, Diff=1.30576e-05
Step 2587, Diff=1.30537e-05
Step 2588, Diff=1.30498e-05
Step 2589, Diff=1.30459e-05
Step 2590, Diff=1.30421e-05
Step 2591, Diff=1.30382e-05
Step 2592, Diff=1.30343e-05
Step 2593, Diff=1.30304e-05
Step 2594, Diff=1.30265e-05
Step 2595, Diff=1.30227e-05
Step 2596, Diff=1.30188e-05
Step 2597, Diff=1.30149e-05
Step 2598, Diff=1.30111e-05
Step 2599, Diff=1.30072e-05
Step 2600, Diff=1.30033e-05
Step 2601, Diff=1.29995e-05
Step 2602, Diff=1.29956e-05
Step 2603, Diff=1.29918e-05
Step 2604, Diff=1.29879e-05
Step 2605, Diff=1.29841e-05
Step 2606, Diff=1.29802e-05
Step 2607, Diff=1.29764e-05
Step 2608, Diff=1.29725e-05
Step 2609, Diff=1.29687e-05
Step 2610, Diff=1.29649e-05
Step 2611, Diff=1.2961e-05
Step 2612, Diff=1.29572e-05
Step 2613, Diff=1.29534e-05
Step 2614, Diff=1.29496e-05
Step 2615, Diff=1.29457e-05
Step 2616, Diff=1.29419e-05
Step 2617, Diff=1.29381e-05
Step 2618, Diff=1.29343e-05
Step 2619, Diff=1.29305e-05
Step 2620, Diff=1.29267e-05
Step 2621, Diff=1.29229e-05
Step 2622, Diff=1.29191e-05
Step 2623, Diff=1.29153e-05
Step 2624, Diff=1.29115e-05
Step 2625, Diff=1.29077e-05
Step 2626, Diff=1.29039e-05
Step 2627, Diff=1.29001e-05
Step 2628, Diff=1.28963e-05
Step 2629, Diff=1.28925e-05
Step 2630, Diff=1.28887e-05
Step 2631, Diff=1.28849e-05
Step 2632, Diff=1.28812e-05
Step 2633, Diff=1.28774e-05
Step 2634, Diff=1.28736e-05
Step 2635, Diff=1.28698e-05
Step 2636, Diff=1.28661e-05
Step 2637, Diff=1.28623e-05
Step 2638, Diff=1.28585e-05
Step 2639, Diff=1.28548e-05
Step 2640, Diff=1.2851e-05
Step 2641, Diff=1.28473e-05
Step 2642, Diff=1.28435e-05
Step 2643, Diff=1.28398e-05
Step 2644, Diff=1.2836e-05
Step 2645, Diff=1.28323e-05
Step 2646, Diff=1.28285e-05
Step 2647, Diff=1.28248e-05
Step 2648, Diff=1.28211e-05
Step 2649, Diff=1.28173e-05
Step 2650, Diff=1.28136e-05
Step 2651, Diff=1.28099e-05
Step 2652, Diff=1.28061e-05
Step 2653, Diff=1.28024e-05
Step 2654, Diff=1.27987e-05
Step 2655, Diff=1.2795e-05
Step 2656, Diff=1.27912e-05
Step 2657, Diff=1.27875e-05
Step 2658, Diff=1.27838e-05
Step 2659, Diff=1.27801e-05
Step 2660, Diff=1.27764e-05
Step 2661, Diff=1.27727e-05
Step 2662, Diff=1.2769e-05
Step 2663, Diff=1.27653e-05
Step 2664, Diff=1.27616e-05
Step 2665, Diff=1.27579e-05
Step 2666, Diff=1.27542e-05
Step 2667, Diff=1.27505e-05
Step 2668, Diff=1.27468e-05
Step 2669, Diff=1.27431e-05
Step 2670, Diff=1.27394e-05
Step 2671, Diff=1.27358e-05
Step 2672, Diff=1.27321e-05
Step 2673, Diff=1.27284e-05
Step 2674, Diff=1.27247e-05
Step 2675, Diff=1.2721e-05
Step 2676, Diff=1.27174e-05
Step 2677, Diff=1.27137e-05
Step 2678, Diff=1.271e-05
Step 2679, Diff=1.27064e-05
Step 2680, Diff=1.27027e-05
Step 2681, Diff=1.26991e-05
Step 2682, Diff=1.26954e-05
Step 2683, Diff=1.26918e-05
Step 2684, Diff=1.26881e-05
Step 2685, Diff=1.26845e-05
Step 2686, Diff=1.26808e-05
Step 2687, Diff=1.26772e-05
Step 2688, Diff=1.26735e-05
Step 2689, Diff=1.26699e-05
Step 2690, Diff=1.26663e-05
Step 2691, Diff=1.26626e-05
Step 2692, Diff=1.2659e-05
Step 2693, Diff=1.26554e-05
Step 2694, Diff=1.26517e-05
Step 2695, Diff=1.26481e-05
Step 2696, Diff=1.26445e-05
Step 2697, Diff=1.26409e-05
Step 2698, Diff=1.26372e-05
Step 2699, Diff=1.26336e-05
Step 2700, Diff=1.263e-05
Step 2701, Diff=1.26264e-05
Step 2702, Diff=1.26228e-05
Step 2703, Diff=1.26192e-05
Step 2704, Diff=1.26156e-05
Step 2705, Diff=1.2612e-05
Step 2706, Diff=1.26084e-05
Step 2707, Diff=1.26048e-05
Step 2708, Diff=1.26012e-05
Step 2709, Diff=1.25976e-05
Step 2710, Diff=1.2594e-05
Step 2711, Diff=1.25904e-05
Step 2712, Diff=1.25868e-05
Step 2713, Diff=1.25833e-05
Step 2714, Diff=1.25797e-05
Step 2715, Diff=1.25761e-05
Step 2716, Diff=1.25725e-05
Step 2717, Diff=1.2569e-05
Step 2718, Diff=1.25654e-05
Step 2719, Diff=1.25618e-05
Step 2720, Diff=1.25583e-05
Step 2721, Diff=1.25547e-05
Step 2722, Diff=1.25511e-05
Step 2723, Diff=1.25476e-05
Step 2724, Diff=1.2544e-05
Step 2725, Diff=1.25405e-05
Step 2726, Diff=1.25369e-05
Step 2727, Diff=1.25334e-05
Step 2728, Diff=1.25298e-05
Step 2729, Diff=1.25263e-05
Step 2730, Diff=1.25227e-05
Step 2731, Diff=1.25192e-05
Step 2732, Diff=1.25156e-05
Step 2733, Diff=1.25121e-05
Step 2734, Diff=1.25086e-05
Step 2735, Diff=1.2505e-05
Step 2736, Diff=1.25015e-05
Step 2737, Diff=1.2498e-05
Step 2738, Diff=1.24945e-05
Step 2739, Diff=1.24909e-05
Step 2740, Diff=1.24874e-05
Step 2741, Diff=1.24839e-05
Step 2742, Diff=1.24804e-05
Step 2743, Diff=1.24769e-05
Step 2744, Diff=1.24734e-05
Step 2745, Diff=1.24698e-05
Step 2746, Diff=1.24663e-05
Step 2747, Diff=1.24628e-05
Step 2748, Diff=1.24593e-05
Step 2749, Diff=1.24558e-05
Step 2750, Diff=1.24523e-05
Step 2751, Diff=1.24488e-05
Step 2752, Diff=1.24453e-05
Step 2753, Diff=1.24418e-05
Step 2754, Diff=1.24384e-05
Step 2755, Diff=1.24349e-05
Step 2756, Diff=1.24314e-05
Step 2757, Diff=1.24279e-05
Step 2758, Diff=1.24244e-05
Step 2759, Diff=1.24209e-05
Step 2760, Diff=1.24175e-05
Step 2761, Diff=1.2414e-05
Step 2762, Diff=1.24105e-05
Step 2763, Diff=1.24071e-05
Step 2764, Diff=1.24036e-05
Step 2765, Diff=1.24001e-05
Step 2766, Diff=1.23967e-05
Step 2767, Diff=1.23932e-05
Step 2768, Diff=1.23897e-05
Step 2769, Diff=1.23863e-05
Step 2770, Diff=1.23828e-05
Step 2771, Diff=1.23794e-05
Step 2772, Diff=1.23759e-05
Step 2773, Diff=1.23725e-05
Step 2774, Diff=1.2369e-05
Step 2775, Diff=1.23656e-05
Step 2776, Diff=1.23622e-05
Step 2777, Diff=1.23587e-05
Step 2778, Diff=1.23553e-05
Step 2779, Diff=1.23518e-05
Step 2780, Diff=1.23484e-05
Step 2781, Diff=1.2345e-05
Step 2782, Diff=1.23416e-05
Step 2783, Diff=1.23381e-05
Step 2784, Diff=1.23347e-05
Step 2785, Diff=1.23313e-05
Step 2786, Diff=1.23279e-05
Step 2787, Diff=1.23245e-05
Step 2788, Diff=1.2321e-05
Step 2789, Diff=1.23176e-05
Step 2790, Diff=1.23142e-05
Step 2791, Diff=1.23108e-05
Step 2792, Diff=1.23074e-05
Step 2793, Diff=1.2304e-05
Step 2794, Diff=1.23006e-05
Step 2795, Diff=1.22972e-05
Step 2796, Diff=1.22938e-05
Step 2797, Diff=1.22904e-05
Step 2798, Diff=1.2287e-05
Step 2799, Diff=1.22836e-05
Step 2800, Diff=1.22802e-05
Step 2801, Diff=1.22768e-05
Step 2802, Diff=1.22735e-05
Step 2803, Diff=1.22701e-05
Step 2804, Diff=1.22667e-05
Step 2805, Diff=1.22633e-05
Step 2806, Diff=1.22599e-05
Step 2807, Diff=1.22566e-05
Step 2808, Diff=1.22532e-05
Step 2809, Diff=1.22498e-05
Step 2810, Diff=1.22465e-05
Step 2811, Diff=1.22431e-05
Step 2812, Diff=1.22397e-05
Step 2813, Diff=1.22364e-05
Step 2814, Diff=1.2233e-05
Step 2815, Diff=1.22296e-05
Step 2816, Diff=1.22263e-05
Step 2817, Diff=1.22229e-05
Step 2818, Diff=1.22196e-05
Step 2819, Diff=1.22162e-05
Step 2820, Diff=1.22129e-05
Step 2821, Diff=1.22095e-05
Step 2822, Diff=1.22062e-05
Step 2823, Diff=1.22029e-05
Step 2824, Diff=1.21995e-05
Step 2825, Diff=1.21962e-05
Step 2826, Diff=1.21928e-05
Step 2827, Diff=1.21895e-05
Step 2828, Diff=1.21862e-05
Step 2829, Diff=1.21829e-05
Step 2830, Diff=1.21795e-05
Step 2831, Diff=1.21762e-05
Step 2832, Diff=1.21729e-05
Step 2833, Diff=1.21696e-05
Step 2834, Diff=1.21662e-05
Step 2835, Diff=1.21629e-05
Step 2836, Diff=1.21596e-05
Step 2837, Diff=1.21563e-05
Step 2838, Diff=1.2153e-05
Step 2839, Diff=1.21497e-05
Step 2840, Diff=1.21464e-05
Step 2841, Diff=1.21431e-05
Step 2842, Diff=1.21398e-05
Step 2843, Diff=1.21365e-05
Step 2844, Diff=1.21332e-05
Step 2845, Diff=1.21299e-05
Step 2846, Diff=1.21266e-05
Step 2847, Diff=1.21233e-05
Step 2848, Diff=1.212e-05
Step 2849, Diff=1.21167e-05
Step 2850, Diff=1.21134e-05
Step 2851, Diff=1.21102e-05
Step 2852, Diff=1.21069e-05
Step 2853, Diff=1.21036e-05
Step 2854, Diff=1.21003e-05
Step 2855, Diff=1.2097e-05
Step 2856, Diff=1.20938e-05
Step 2857, Diff=1.20905e-05
Step 2858, Diff=1.20872e-05
Step 2859, Diff=1.2084e-05
Step 2860, Diff=1.20807e-05
Step 2861, Diff=1.20774e-05
Step 2862, Diff=1.20742e-05
Step 2863, Diff=1.20709e-05
Step 2864, Diff=1.20677e-05
Step 2865, Diff=1.20644e-05
Step 2866, Diff=1.20611e-05
Step 2867, Diff=1.20579e-05
Step 2868, Diff=1.20546e-05
Step 2869, Diff=1.20514e-05
Step 2870, Diff=1.20482e-05
Step 2871, Diff=1.20449e-05
Step 2872, Diff=1.20417e-05
Step 2873, Diff=1.20384e-05
Step 2874, Diff=1.20352e-05
Step 2875, Diff=1.2032e-05
Step 2876, Diff=1.20287e-05
Step 2877, Diff=1.20255e-05
Step 2878, Diff=1.20223e-05
Step 2879, Diff=1.2019e-05
Step 2880, Diff=1.20158e-05
Step 2881, Diff=1.20126e-05
Step 2882, Diff=1.20094e-05
Step 2883, Diff=1.20061e-05
Step 2884, Diff=1.20029e-05
Step 2885, Diff=1.19997e-05
Step 2886, Diff=1.19965e-05
Step 2887, Diff=1.19933e-05
Step 2888, Diff=1.19901e-05
Step 2889, Diff=1.19869e-05
Step 2890, Diff=1.19837e-05
Step 2891, Diff=1.19805e-05
Step 2892, Diff=1.19773e-05
Step 2893, Diff=1.19741e-05
Step 2894, Diff=1.19709e-05
Step 2895, Diff=1.19677e-05
Step 2896, Diff=1.19645e-05
Step 2897, Diff=1.19613e-05
Step 2898, Diff=1.19581e-05
Step 2899, Diff=1.19549e-05
Step 2900, Diff=1.19517e-05
Step 2901, Diff=1.19485e-05
Step 2902, Diff=1.19453e-05
Step 2903, Diff=1.19422e-05
Step 2904, Diff=1.1939e-05
Step 2905, Diff=1.19358e-05
Step 2906, Diff=1.19326e-05
Step 2907, Diff=1.19295e-05
Step 2908, Diff=1.19263e-05
Step 2909, Diff=1.19231e-05
Step 2910, Diff=1.192e-05
Step 2911, Diff=1.19168e-05
Step 2912, Diff=1.19136e-05
Step 2913, Diff=1.19105e-05
Step 2914, Diff=1.19073e-05
Step 2915, Diff=1.19041e-05
Step 2916, Diff=1.1901e-05
Step 2917, Diff=1.18978e-05
Step 2918, Diff=1.18947e-05
Step 2919, Diff=1.18915e-05
Step 2920, Diff=1.18884e-05
Step 2921, Diff=1.18852e-05
Step 2922, Diff=1.18821e-05
Step 2923, Diff=1.1879e-05
Step 2924, Diff=1.18758e-05
Step 2925, Diff=1.18727e-05
Step 2926, Diff=1.18695e-05
Step 2927, Diff=1.18664e-05
Step 2928, Diff=1.18633e-05
Step 2929, Diff=1.18601e-05
Step 2930, Diff=1.1857e-05
Step 2931, Diff=1.18539e-05
Step 2932, Diff=1.18508e-05
Step 2933, Diff=1.18476e-05
Step 2934, Diff=1.18445e-05
Step 2935, Diff=1.18414e-05
Step 2936, Diff=1.18383e-05
Step 2937, Diff=1.18352e-05
Step 2938, Diff=1.1832e-05
Step 2939, Diff=1.18289e-05
Step 2940, Diff=1.18258e-05
Step 2941, Diff=1.18227e-05
Step 2942, Diff=1.18196e-05
Step 2943, Diff=1.18165e-05
Step 2944, Diff=1.18134e-05
Step 2945, Diff=1.18103e-05
Step 2946, Diff=1.18072e-05
Step 2947, Diff=1.18041e-05
Step 2948, Diff=1.1801e-05
Step 2949, Diff=1.17979e-05
Step 2950, Diff=1.17948e-05
Step 2951, Diff=1.17917e-05
Step 2952, Diff=1.17886e-05
Step 2953, Diff=1.17855e-05
Step 2954, Diff=1.17825e-05
Step 2955, Diff=1.17794e-05
Step 2956, Diff=1.17763e-05
Step 2957, Diff=1.17732e-05
Step 2958, Diff=1.17701e-05
Step 2959, Diff=1.17671e-05
Step 2960, Diff=1.1764e-05
Step 2961, Diff=1.17609e-05
Step 2962, Diff=1.17578e-05
Step 2963, Diff=1.17548e-05
Step 2964, Diff=1.17517e-05
Step 2965, Diff=1.17487e-05
Step 2966, Diff=1.17456e-05
Step 2967, Diff=1.17425e-05
Step 2968, Diff=1.17395e-05
Step 2969, Diff=1.17364e-05
Step 2970, Diff=1.17334e-05
Step 2971, Diff=1.17303e-05
Step 2972, Diff=1.17272e-05
Step 2973, Diff=1.17242e-05
Step 2974, Diff=1.17211e-05
Step 2975, Diff=1.17181e-05
Step 2976, Diff=1.17151e-05
Step 2977, Diff=1.1712e-05
Step 2978, Diff=1.1709e-05
Step 2979, Diff=1.17059e-05
Step 2980, Diff=1.17029e-05
Step 2981, Diff=1.16999e-05
Step 2982, Diff=1.16968e-05
Step 2983, Diff=1.16938e-05
Step 2984, Diff=1.16908e-05
Step 2985, Diff=1.16877e-05
Step 2986, Diff=1.16847e-05
Step 2987, Diff=1.16817e-05
Step 2988, Diff=1.16787e-05
Step 2989, Diff=1.16756e-05
Step 2990, Diff=1.16726e-05
Step 2991, Diff=1.16696e-05
Step 2992, Diff=1.16666e-05
Step 2993, Diff=1.16636e-05
Step 2994, Diff=1.16606e-05
Step 2995, Diff=1.16575e-05
Step 2996, Diff=1.16545e-05
Step 2997, Diff=1.16515e-05
Step 2998, Diff=1.16485e-05
Step 2999, Diff=1.16455e-05
Step 3000, Diff=1.16425e-05
Step 3001, Diff=1.16395e-05
Step 3002, Diff=1.16365e-05
Step 3003, Diff=1.16335e-05
Step 3004, Diff=1.16305e-05
Step 3005, Diff=1.16275e-05
Step 3006, Diff=1.16245e-05
Step 3007, Diff=1.16216e-05
Step 3008, Diff=1.16186e-05
Step 3009, Diff=1.16156e-05
Step 3010, Diff=1.16126e-05
Step 3011, Diff=1.16096e-05
Step 3012, Diff=1.16066e-05
Step 3013, Diff=1.16036e-05
Step 3014, Diff=1.16007e-05
Step 3015, Diff=1.15977e-05
Step 3016, Diff=1.15947e-05
Step 3017, Diff=1.15917e-05
Step 3018, Diff=1.15888e-05
Step 3019, Diff=1.15858e-05
Step 3020, Diff=1.15828e-05
Step 3021, Diff=1.15799e-05
Step 3022, Diff=1.15769e-05
Step 3023, Diff=1.15739e-05
Step 3024, Diff=1.1571e-05
Step 3025, Diff=1.1568e-05
Step 3026, Diff=1.15651e-05
Step 3027, Diff=1.15621e-05
Step 3028, Diff=1.15592e-05
Step 3029, Diff=1.15562e-05
Step 3030, Diff=1.15533e-05
Step 3031, Diff=1.15503e-05
Step 3032, Diff=1.15474e-05
Step 3033, Diff=1.15444e-05
Step 3034, Diff=1.15415e-05
Step 3035, Diff=1.15385e-05
Step 3036, Diff=1.15356e-05
Step 3037, Diff=1.15327e-05
Step 3038, Diff=1.15297e-05
Step 3039, Diff=1.15268e-05
Step 3040, Diff=1.15239e-05
Step 3041, Diff=1.15209e-05
Step 3042, Diff=1.1518e-05
Step 3043, Diff=1.15151e-05
Step 3044, Diff=1.15121e-05
Step 3045, Diff=1.15092e-05
Step 3046, Diff=1.15063e-05
Step 3047, Diff=1.15034e-05
Step 3048, Diff=1.15004e-05
Step 3049, Diff=1.14975e-05
Step 3050, Diff=1.14946e-05
Step 3051, Diff=1.14917e-05
Step 3052, Diff=1.14888e-05
Step 3053, Diff=1.14859e-05
Step 3054, Diff=1.1483e-05
Step 3055, Diff=1.14801e-05
Step 3056, Diff=1.14772e-05
Step 3057, Diff=1.14742e-05
Step 3058, Diff=1.14713e-05
Step 3059, Diff=1.14684e-05
Step 3060, Diff=1.14655e-05
Step 3061, Diff=1.14626e-05
Step 3062, Diff=1.14598e-05
Step 3063, Diff=1.14569e-05
Step 3064, Diff=1.1454e-05
Step 3065, Diff=1.14511e-05
Step 3066, Diff=1.14482e-05
Step 3067, Diff=1.14453e-05
Step 3068, Diff=1.14424e-05
Step 3069, Diff=1.14395e-05
Step 3070, Diff=1.14366e-05
Step 3071, Diff=1.14338e-05
Step 3072, Diff=1.14309e-05
Step 3073, Diff=1.1428e-05
Step 3074, Diff=1.14251e-05
Step 3075, Diff=1.14223e-05
Step 3076, Diff=1.14194e-05
Step 3077, Diff=1.14165e-05
Step 3078, Diff=1.14136e-05
Step 3079, Diff=1.14108e-05
Step 3080, Diff=1.14079e-05
Step 3081, Diff=1.1405e-05
Step 3082, Diff=1.14022e-05
Step 3083, Diff=1.13993e-05
Step 3084, Diff=1.13965e-05
Step 3085, Diff=1.13936e-05
Step 3086, Diff=1.13907e-05
Step 3087, Diff=1.13879e-05
Step 3088, Diff=1.1385e-05
Step 3089, Diff=1.13822e-05
Step 3090, Diff=1.13793e-05
Step 3091, Diff=1.13765e-05
Step 3092, Diff=1.13736e-05
Step 3093, Diff=1.13708e-05
Step 3094, Diff=1.13679e-05
Step 3095, Diff=1.13651e-05
Step 3096, Diff=1.13623e-05
Step 3097, Diff=1.13594e-05
Step 3098, Diff=1.13566e-05
Step 3099, Diff=1.13537e-05
Step 3100, Diff=1.13509e-05
Step 3101, Diff=1.13481e-05
Step 3102, Diff=1.13453e-05
Step 3103, Diff=1.13424e-05
Step 3104, Diff=1.13396e-05
Step 3105, Diff=1.13368e-05
Step 3106, Diff=1.13339e-05
Step 3107, Diff=1.13311e-05
Step 3108, Diff=1.13283e-05
Step 3109, Diff=1.13255e-05
Step 3110, Diff=1.13227e-05
Step 3111, Diff=1.13198e-05
Step 3112, Diff=1.1317e-05
Step 3113, Diff=1.13142e-05
Step 3114, Diff=1.13114e-05
Step 3115, Diff=1.13086e-05
Step 3116, Diff=1.13058e-05
Step 3117, Diff=1.1303e-05
Step 3118, Diff=1.13002e-05
Step 3119, Diff=1.12974e-05
Step 3120, Diff=1.12946e-05
Step 3121, Diff=1.12918e-05
Step 3122, Diff=1.1289e-05
Step 3123, Diff=1.12862e-05
Step 3124, Diff=1.12834e-05
Step 3125, Diff=1.12806e-05
Step 3126, Diff=1.12778e-05
Step 3127, Diff=1.1275e-05
Step 3128, Diff=1.12722e-05
Step 3129, Diff=1.12694e-05
Step 3130, Diff=1.12666e-05
Step 3131, Diff=1.12638e-05
Step 3132, Diff=1.12611e-05
Step 3133, Diff=1.12583e-05
Step 3134, Diff=1.12555e-05
Step 3135, Diff=1.12527e-05
Step 3136, Diff=1.12499e-05
Step 3137, Diff=1.12472e-05
Step 3138, Diff=1.12444e-05
Step 3139, Diff=1.12416e-05
Step 3140, Diff=1.12389e-05
Step 3141, Diff=1.12361e-05
Step 3142, Diff=1.12333e-05
Step 3143, Diff=1.12305e-05
Step 3144, Diff=1.12278e-05
Step 3145, Diff=1.1225e-05
Step 3146, Diff=1.12223e-05
Step 3147, Diff=1.12195e-05
Step 3148, Diff=1.12167e-05
Step 3149, Diff=1.1214e-05
Step 3150, Diff=1.12112e-05
Step 3151, Diff=1.12085e-05
Step 3152, Diff=1.12057e-05
Step 3153, Diff=1.1203e-05
Step 3154, Diff=1.12002e-05
